pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,survived
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,0.2540172583408333,-0.4745451962498414,-0.473673609298456,-0.47417204368879134,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,0.5618346613021867,1.3401319276068482,-0.473673609298456,-0.4888542575852478,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.1307544953608585,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.669434950543227,-0.4745451962498414,-0.473673609298456,-0.4943912965615582,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4918744606632353,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,0.638789012042525,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,0.43279336567850346,-0.473673609298456,-0.16216895798293537,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,1.3313781687055704,-0.4745451962498414,-0.473673609298456,0.39858208016340685,0
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.1696382303554262,0.43279336567850346,-0.473673609298456,-0.35739085800660875,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.5924805998028886,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-0.7463893012835653,0.43279336567850346,-0.473673609298456,-0.4505983519307397,0
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.9772523535045804,-0.4745451962498414,-0.473673609298456,-0.35730830578914374,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.669434950543227,-0.4745451962498414,-0.473673609298456,-0.4888542575852478,0
0.7376951317802896,-0.6781745283001711,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-0.6781745283001711,-0.7892723355547999,0.8119223343984106,0.8273772438659676,3.1398054111035214,-0.4745451962498414,-0.473673609298456,-0.49237782784289985,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,-0.05380014462052014,0.43279336567850346,-0.473673609298456,-0.22559322262067244,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-1.53811906223916,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,-0.43857189832221194,-0.4745451962498414,0.7676298785983802,4.335332226633905,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-2.1315676146096556,3.1548090514635376,2.0089333664952163,-0.018709311778530042,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,-0.669434950543227,1.3401319276068482,-0.473673609298456,0.8314778546749457,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,-1.9423031992530004,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,0.2155400829706641,0.43279336567850346,-0.473673609298456,-0.04295550208861354,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,2.71798057892572,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,0.2155400829706641,-0.4745451962498414,-0.473673609298456,-0.38667072011333803,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,1.2992806985374268,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,1.8700586238879386,-0.4745451962498414,0.7676298785983802,0.9077379823941295,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,0.8273772438659676,-1.3620241072062722,0.43279336567850346,-0.473673609298456,-0.42207354059350727,1
0.7376951317802896,-0.6781745283001711,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-0.6781745283001711,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.49237782784289985,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.43857189832221194,-0.4745451962498414,-0.473673609298456,-0.5046257580584984,1
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,1.3283790856183975,-1.2316448970958935,4.136680459314014,-1.9423031992530004,1.2669898018116525,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,0.43279336567850346,0.7676298785983802,-0.19824427701513647,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,1.1774694672248935,-0.4745451962498414,-0.473673609298456,-0.5079822104125018,0
0.7376951317802896,-1.9423031992530004,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,0.8273772438659676,0.2540172583408333,-0.4745451962498414,-0.473673609298456,-0.489442190451096,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.7463893012835653,-0.4745451962498414,-0.473673609298456,-0.5064721088735081,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,1.3313781687055704,0.43279336567850346,-0.473673609298456,-0.35646868933346326,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-0.3693648410115927,-0.05380014462052014,0.43279336567850346,-0.473673609298456,-0.12491978668775641,1
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,-0.3616175475818736,-0.4745451962498414,-0.473673609298456,-0.38667072011333803,0
0.7376951317802896,-1.9423031992530004,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,-0.5155262490625503,-0.4745451962498414,-0.473673609298456,-0.34547917706702613,0
-1.3555735383351184,0.5859541426526582,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,1.2992806985374268,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,-0.8233436520239037,-0.4745451962498414,2.0089333664952163,-0.11921562980779737,1
0.7376951317802896,0.5859541426526582,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,0.5618346613021867,0.43279336567850346,-0.473673609298456,0.4207302360686484,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-1.0542067042449188,-0.4745451962498414,-0.473673609298456,-0.4628462821463383,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-1.53811906223916,-1.9423031992530004,-0.7892723355547999,0.8119223343984106,-1.5661069258891531,-0.43857189832221194,-0.4745451962498414,-0.473673609298456,0.94624557163847,0
-1.3555735383351184,-1.9423031992530004,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,2.0089333664952163,-0.3414522396297095,0
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.5924805998028886,-0.4745451962498414,-0.473673609298456,-0.49237782784289985,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,0.8273772438659676,-0.43857189832221194,0.43279336567850346,-0.473673609298456,-0.3292868616315759,1
0.7376951317802896,-0.6781745283001711,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-0.6781745283001711,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.8233436520239037,-0.4745451962498414,-0.473673609298456,-0.512512515029483,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,-0.9002980027642421,-0.4745451962498414,-0.473673609298456,-0.41687275089321285,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,-0.8233436520239037,0.43279336567850346,0.7676298785983802,0.09152810056801303,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,0.8273772438659676,-0.20770884610119686,-0.4745451962498414,-0.473673609298456,-0.49145565916975437,1
-1.3555735383351184,0.5859541426526582,0.8273772438659676,-2.0388634898751787,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,-1.5928871594272873,1.3401319276068482,2.0089333664952163,0.04370821849987792,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,4.136680459314014,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,-0.3693648410115927,0.5233574859320175,-0.4745451962498414,2.0089333664952163,-0.12491978668775641,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,0.9466064150038784,-0.4745451962498414,-0.473673609298456,-0.38667072011333803,0
0.7376951317802896,0.5859541426526582,-0.3693648410115927,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,-0.3693648410115927,1.6391955716669238,-0.4745451962498414,-0.473673609298456,-0.3962346965269651,0
-1.3555735383351184,0.5859541426526582,-1.5661069258891531,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,-1.2316448970958942,-1.5661069258891531,-0.5924805998028886,0.43279336567850346,-0.473673609298456,0.6925485130875215,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,1.9854901499984463,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,0.831174888893371,-0.4745451962498414,2.0089333664952163,-0.35646868933346326,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.50118675348703,0
0.7376951317802896,-1.9423031992530004,-1.5661069258891531,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,-1.9423031992530004,-0.7892723355547999,-1.2316448970958942,-1.5661069258891531,1.6391955716669238,-0.4745451962498414,0.7676298785983802,0.587429338223808,0
-1.3555735383351184,-0.6781745283001711,0.8273772438659676,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,-0.6781745283001711,1.2669898018116525,0.8119223343984106,0.8273772438659676,-1.0542067042449188,-0.4745451962498414,-0.473673609298456,-0.4927140771189158,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,0.02315420611981821,-0.4745451962498414,-0.473673609298456,-0.4863374216869249,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,4.374348392294584e-15,-0.4745451962498414,-0.473673609298456,-0.4740049257851427,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,4.374348392294584e-15,6.784163299176917,2.0089333664952163,0.751945840287942,0
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,-1.2316448970958942,0.8273772438659676,1.1005151164845552,-0.4745451962498414,0.7676298785983802,-0.32425318983493007,0
-1.3555735383351184,0.5859541426526582,-0.3693648410115927,1.3283790856183975,-1.2316448970958935,-0.1194191818508667,0.5859541426526582,1.2669898018116525,0.8119223343984106,-0.3693648410115927,0.7926977135232017,-0.4745451962498414,-0.473673609298456,-0.33130033035023426,1
0.7376951317802896,0.5859541426526582,0.8273772438659676,-0.35524220212839064,0.8119223343984102,-0.1194191818508667,0.5859541426526582,-0.7892723355547999,0.8119223343984106,0.8273772438659676,-0.2846631968415352,-0.4745451962498414,-0.473673609298456,-0.4918744606632353,0
